"CARTMAN","STAN","KENNY","CHEF","MR..GARRISON","WENDY","NARRATOR","ANNOUNCER","JIMBO","MAYOR","JESUS","TERRANCE","REPORTER","COUNSELOR.MACKEY","SHARON","RANDY","JIMMY","BUTTERS","CHRIS","MS..CHOKSONDIK","MEPHESTO","MS..CARTMAN","KYLE","ALL.OTHERS","word"
0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,"be nice to"
0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,6,"be right back"
3,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,4,"be such a"
3,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,2,11,"be sure to"
0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,"be the only"
1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,"because if you"
1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,"been trying to"
1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,"being able to"
0,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,"but dad i"
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,0,0,0,0,2,8,"but i cant"
3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,"but i didnt"
7,4,0,1,0,0,0,0,0,0,1,0,0,2,0,2,0,1,0,0,0,1,1,11,"but i dont"
0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,6,"but i have"
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,"but i know"
6,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,3,5,"but i think"
0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,2,3,"but i thought"
4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,4,"but if you"
3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,7,"but im not"
0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,"but it is"
1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,4,"but it was"
0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,2,"but this is"
0,2,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,4,"but we cant"
1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,"but we have"
0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,6,"but what about"
2,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,"but you dont"
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,"but you guys"
2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,"but you have"
5,2,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,4,3,"but you know"
5,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,4,"call the police"
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,"came up with"
0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"can do is"
5,3,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,1,0,0,0,0,3,5,"can do it"
1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"can do this"
2,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,2,"can get a"
2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,3,"can go to"
3,2,2,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,5,"can i have"
0,0,0,1,3,0,0,0,1,0,1,0,0,0,0,0,2,1,0,0,1,0,0,31,"can i help"
3,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,"can i talk"
1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,"can see the"
2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,2,"can we go"
0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,2,2,0,0,0,0,0,3,"can you believe"
1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,2,"cant believe it"
2,6,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,5,1,"cant do it"
1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,"cant do this"
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,"cant even get"
2,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,3,0,"cant go to"
0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,"cant take it"
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,0,0,0,0,0,1,"cant tell you"
2,3,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4,5,"cant wait to"
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,"cant we just"
1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,"care of him"
1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,6,"come back here"
2,4,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,4,"come back to"
6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,1,5,"come on come"
1,0,0,0,1,0,0,0,2,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,"come on everybody"
6,14,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,5,2,"come on guys"
1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,"come on hurry"
3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,1,3,"come on i"
1,0,0,3,1,0,0,0,0,0,0,0,0,2,1,2,2,0,1,0,1,0,0,13,"come on in"
3,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,2,"come on kenny"
5,10,0,1,1,0,0,0,2,0,0,0,0,0,0,2,0,1,1,1,0,0,4,10,"come on lets"
