"Stan","Kyle","Chef","Mrs..Garrison","Cartman","Jimbo","Gerald","Mr..Mackey","Randy","Kenny","Butters","Stephen","Craig","Sheila","Announcer","Sharon","Wendy","Principal.Victoria","Jesus","Liane","Jimmy","Narrator","Reporter","Satan","Mr..Garrison","Michael","Mayor","All.others","word"
3,0,0,0,18,0,0,1,1,0,0,1,0,0,1,0,0,0,2,0,0,1,0,0,1,0,0,12,"lines"
8,3,0,0,10,0,0,0,0,0,3,0,2,0,0,0,9,0,0,0,0,0,0,0,1,0,0,21,"list"
31,26,5,1,59,3,1,3,28,0,11,4,1,3,1,6,1,4,0,0,3,0,1,3,0,3,1,158,"listen"
6,2,0,0,10,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,8,"listening"
3,1,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,6,"literally"
72,102,25,18,200,18,13,24,64,6,55,11,2,22,13,33,12,15,8,38,10,21,11,7,37,4,18,858,"little"
1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,2,0,0,1,"little better"
5,2,4,0,9,0,3,0,10,1,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,1,0,23,"little bit"
1,3,0,0,11,0,0,0,4,0,1,0,0,2,4,1,0,1,1,2,0,9,1,0,2,1,2,111,"little boy"
6,36,0,0,4,0,0,2,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,8,"little brother"
0,0,1,0,0,0,1,1,3,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,6,"little friend"
24,30,1,4,66,5,3,1,15,1,8,2,1,1,22,2,1,1,2,0,2,1,5,0,6,1,2,183,"live"
6,3,0,0,5,0,1,0,0,0,1,0,1,2,0,0,2,0,0,0,0,1,1,0,1,0,0,28,"lived"
10,12,4,0,28,0,2,2,4,0,8,0,0,0,0,0,1,0,2,1,1,1,0,0,6,0,0,72,"lives"
11,20,5,0,26,1,0,1,4,1,5,0,1,4,2,1,1,0,2,0,5,2,0,0,0,1,0,38,"living"
0,2,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,2,0,0,8,"load"
0,0,0,0,0,1,1,0,0,0,1,0,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,18,"local"
2,1,0,0,10,0,0,0,2,0,0,1,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,13,"lock"
5,3,0,0,4,0,0,0,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12,"locked"
2,4,0,0,5,0,0,0,1,0,2,0,0,0,1,1,3,0,0,0,1,0,0,0,0,0,0,11,"locker"
2,0,1,0,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,5,"log"
52,28,8,8,78,5,3,5,17,0,10,2,0,3,2,4,1,1,2,2,1,3,4,1,10,4,0,242,"long"
3,1,0,5,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,"long ago"
9,5,1,0,10,0,1,0,4,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,35,"long time"
2,3,1,0,3,0,1,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,9,"long time ago"
4,8,2,1,19,2,2,1,4,0,4,0,0,0,1,3,2,1,0,0,0,1,2,0,0,0,1,44,"longer"
181,173,25,15,302,20,18,9,83,12,46,13,4,7,6,20,18,1,5,8,12,2,4,4,23,13,7,729,"look"
3,2,0,1,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,5,"look can"
10,5,0,0,11,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,6,"look guys"
4,0,1,1,7,0,1,0,4,0,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,12,"look im"
6,6,0,0,2,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,13,"look just"
7,17,3,1,24,1,0,1,3,0,4,0,0,0,0,0,0,0,0,2,1,0,1,0,2,0,0,47,"look like"
5,2,1,1,8,1,1,0,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,7,"look theres"
4,4,2,0,4,1,1,0,1,0,2,1,1,0,0,0,1,0,0,0,0,1,2,0,0,0,0,24,"looked"
0,0,0,0,3,1,1,0,2,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,23,"lookin"
12,10,1,0,39,2,0,0,9,2,5,0,1,2,2,0,1,0,0,1,3,2,3,0,3,1,1,94,"looking"
35,28,2,5,63,9,1,4,8,0,14,3,0,1,7,5,3,2,1,2,5,3,4,1,2,1,0,200,"looks"
20,17,2,4,47,6,1,3,6,0,7,3,0,0,6,5,1,1,1,2,4,3,3,0,2,1,0,147,"looks like"
6,7,2,0,25,0,0,0,7,1,4,0,0,4,0,0,0,0,2,0,0,2,1,0,3,1,0,98,"lord"
1,5,0,0,1,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,4,"lord rings"
6,3,0,0,2,0,0,0,40,0,0,0,1,0,2,4,0,0,0,0,0,0,0,0,0,0,0,33,"lorde"
16,11,0,0,20,3,0,2,3,1,4,1,2,0,0,1,1,0,0,0,0,0,2,1,0,0,3,56,"lose"
7,1,0,0,4,0,0,1,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,16,"losing"
21,16,0,6,26,2,0,7,7,0,6,2,2,0,4,2,0,0,2,3,2,1,1,0,1,1,0,99,"lost"
47,37,5,2,58,6,9,3,18,2,19,2,1,3,1,4,4,2,4,3,11,2,1,0,7,0,4,224,"lot"
0,3,0,0,6,0,2,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,14,"lot people"
4,5,1,0,17,0,1,0,1,0,7,1,0,1,0,0,0,2,0,2,1,1,0,1,1,1,0,49,"lots"
2,0,0,0,6,1,0,1,1,0,1,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,1,11,"loud"
35,33,42,11,93,2,9,2,31,2,33,4,0,7,8,13,3,3,2,3,13,0,0,4,11,2,2,339,"love"
5,1,0,0,7,0,1,0,1,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15,"loved"
0,0,0,0,4,0,2,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,21,"lovely"
2,4,2,0,7,0,0,0,1,0,1,1,0,1,0,2,0,0,0,3,0,1,0,1,0,0,2,32,"loves"
6,3,1,1,7,2,0,2,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,2,47,"luck"
0,1,1,0,5,0,2,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,19,"lucky"
10,8,2,1,22,0,0,1,1,0,6,0,1,0,1,0,0,0,0,2,4,0,0,0,3,1,0,12,"lunch"
9,19,0,0,22,0,0,0,3,0,1,0,0,0,0,1,0,0,3,0,0,0,0,0,3,0,0,25,"lying"
4,4,1,0,22,0,1,0,1,0,16,0,0,0,4,0,4,0,0,0,2,0,0,0,0,1,0,36,"maam"
5,3,0,0,9,0,1,1,2,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,36,"machine"
22,8,2,3,18,1,0,8,1,0,1,0,1,2,0,2,3,7,0,1,2,0,0,0,9,0,0,42,"mackey"
3,5,1,0,9,0,0,2,1,0,1,0,0,1,0,1,2,0,0,1,0,0,0,1,0,0,0,15,"mad"
50,75,5,4,62,1,4,6,23,0,22,1,1,4,4,6,10,2,4,7,12,7,3,1,7,2,1,250,"made"
0,2,1,0,3,1,0,0,0,0,1,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,15,"made fun"
3,1,0,0,6,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,"magazine"
5,7,2,0,19,0,0,0,5,0,1,0,0,1,0,1,0,0,5,1,0,0,0,0,0,0,0,43,"magic"
1,2,0,0,3,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0,13,"magical"
4,2,1,0,3,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,24,"main"
125,119,35,11,213,5,18,16,58,2,44,11,1,17,5,13,17,9,7,8,15,4,1,6,17,4,8,661,"make"
1,2,0,1,9,0,1,0,0,0,2,0,0,2,0,1,0,1,0,0,0,0,0,0,1,0,0,11,"make feel"
1,6,3,0,6,0,0,1,1,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,19,"make fun"
3,1,11,0,4,0,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20,"make love"
5,5,1,0,8,0,0,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,"make money"
4,8,0,0,6,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,32,"make sense"
5,4,0,1,13,0,2,2,8,0,3,0,0,1,0,0,0,2,0,1,2,0,0,0,2,0,0,55,"make sure"
8,0,1,0,7,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,13,"make us"
17,19,7,1,36,1,2,4,7,1,13,0,1,4,2,4,2,1,0,1,0,3,0,0,6,2,0,98,"makes"
4,3,0,0,4,0,0,0,1,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,14,"makes sense"
26,30,2,1,45,2,1,0,6,0,6,1,1,1,1,3,1,0,1,1,4,4,3,1,2,0,0,127,"making"
16,7,0,0,23,1,1,0,6,0,2,0,0,0,0,1,2,0,0,1,1,0,1,0,0,0,0,43,"mall"
49,51,22,14,181,13,9,21,28,3,20,6,2,8,8,4,2,4,4,7,2,1,8,1,5,1,1,510,"man"
2,1,1,1,5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,"man im"
2,0,1,0,4,0,0,0,2,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,13,"mans"
12,14,5,1,40,1,2,1,7,0,4,1,1,0,1,2,1,0,2,1,1,3,3,0,2,1,0,114,"many"
1,2,1,0,5,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,19,"many people"
0,0,3,0,5,0,2,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1,2,0,0,0,15,"march"
3,0,0,0,6,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,4,0,4,49,"mark"
1,1,1,6,4,0,0,0,2,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,33,"married"
2,1,1,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"marry"
10,3,2,1,7,1,0,4,15,0,2,0,2,0,7,2,0,3,0,0,0,3,2,0,3,0,0,154,"marsh"
2,1,1,0,2,0,1,0,2,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,26,"mary"
3,1,0,0,2,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,"mascot"
0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,2,0,0,0,0,19,"mass"
1,3,0,0,5,1,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,8,"master"
3,1,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4,0,0,5,"math"
35,29,8,3,46,0,3,6,18,0,7,5,1,5,2,5,3,2,2,3,5,3,1,1,4,3,1,120,"matter"
3,5,1,0,7,0,0,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,11,"matters"
4,1,0,0,16,0,0,3,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,3,"mature"
4,6,3,1,27,6,4,6,6,0,10,0,1,0,2,0,1,0,3,0,1,1,3,0,1,0,1,133,"may"
94,85,7,2,116,5,8,23,33,4,23,4,3,1,1,8,11,3,4,8,7,0,0,2,5,5,0,231,"maybe"
4,10,1,0,8,1,3,0,4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,23,"maybe can"
7,4,1,0,5,0,1,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,10,"maybe just"
3,4,8,0,9,11,0,0,13,0,0,0,1,3,0,1,1,0,0,0,1,0,3,0,5,0,2,71,"mayor"
1,0,0,0,15,0,0,0,0,1,0,0,1,3,3,1,0,0,1,0,0,1,0,0,2,0,0,24,"mccormick"
120,91,12,6,133,11,7,15,40,4,48,6,1,3,2,17,10,0,3,9,16,0,2,6,17,3,2,334,"mean"
1,2,1,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"mean cant"
4,1,1,0,3,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,"mean dont"
0,1,0,1,6,0,1,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,"mean im"
3,1,0,1,4,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,5,"mean just"
3,1,1,0,1,0,1,0,1,0,5,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,9,"mean like"
4,1,0,1,2,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,"mean youre"
3,3,2,0,0,0,1,0,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15,"meaning"
23,14,5,5,41,1,2,4,11,3,5,2,0,0,0,0,1,1,0,0,1,0,0,1,5,0,0,113,"means"
7,4,1,0,8,1,1,0,1,0,2,0,0,0,0,0,0,2,1,1,1,0,0,0,2,0,0,18,"meant"
2,2,0,0,1,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11,"media"
8,3,0,0,4,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,12,"medicine"
9,10,6,0,18,1,1,1,4,0,3,0,0,1,2,2,2,1,1,0,1,0,0,0,3,1,0,87,"meet"
5,3,3,0,11,0,1,0,9,0,1,0,0,1,0,2,3,1,0,1,0,1,1,0,2,1,0,38,"meeting"
1,2,1,0,4,0,0,1,1,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,13,"member"
3,2,0,0,5,2,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,33,"members"
0,3,1,0,1,3,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,2,"memorial"
8,7,1,7,23,6,1,0,14,0,3,2,0,1,3,5,0,1,1,0,0,2,1,0,5,1,1,86,"men"
2,1,2,0,6,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,10,"mephesto"
1,2,0,0,4,0,0,1,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,1,17,"mess"
3,2,1,1,5,0,1,3,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,22,"message"
1,2,2,1,4,1,0,0,1,0,3,0,0,2,0,0,0,0,0,1,2,1,0,1,0,0,0,24,"met"
0,2,0,0,9,0,1,4,0,1,5,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,11,"meteor"
0,2,0,0,2,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,10,"meteor shower"
1,4,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4,"metrosexual"
1,5,0,0,6,0,0,0,5,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,26,"mexico"
0,4,0,0,2,0,0,0,2,0,0,0,0,0,4,1,0,0,0,0,1,0,0,1,0,5,0,39,"michael"
7,6,3,0,10,5,0,0,1,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,4,0,1,34,"middle"
28,37,11,3,61,5,3,11,16,1,7,4,1,1,2,2,4,5,1,2,4,1,2,0,7,2,0,201,"might"
5,2,0,1,7,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,"might well"
0,2,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,14,"mighty"
1,3,0,0,6,0,3,1,1,0,2,0,1,0,0,0,0,0,0,0,0,4,0,0,2,0,0,14,"miles"
6,5,2,0,16,0,0,0,0,1,4,3,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,24,"milk"
11,23,8,0,24,0,2,0,1,1,2,6,1,0,3,0,0,1,0,1,1,2,2,0,6,0,0,71,"million"
6,5,0,0,16,0,0,0,0,1,1,4,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,17,"million dollars"
1,1,0,0,3,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,16,"millions"
19,15,2,1,44,1,3,6,11,1,7,4,1,0,0,3,1,0,1,2,5,0,1,1,2,0,0,89,"mind"
0,4,0,0,4,0,0,2,0,0,0,1,0,2,1,0,0,1,0,0,0,0,0,0,3,1,0,6,"minds"
7,13,0,0,35,1,2,0,5,5,4,0,0,2,0,1,0,0,3,0,1,0,0,3,2,0,1,39,"mine"
36,31,7,0,53,4,1,3,11,0,8,1,0,2,2,3,3,1,2,2,3,1,2,1,6,1,3,100,"minute"
8,12,3,0,13,1,0,1,10,0,4,0,0,1,1,0,1,0,0,1,0,2,0,0,5,5,2,55,"minutes"
3,3,0,0,10,0,1,1,4,1,0,0,0,2,0,0,0,0,4,1,0,2,0,0,1,0,0,22,"miracle"
15,12,0,2,19,0,0,1,5,0,8,1,0,3,7,2,1,3,0,0,0,0,0,1,5,1,0,63,"miss"
4,2,2,1,7,3,0,1,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13,"missed"
5,7,0,0,10,0,1,1,1,0,1,0,0,1,0,3,0,0,0,0,0,0,1,0,0,0,0,40,"missing"
3,3,1,1,8,1,0,0,3,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,12,"mistake"
0,1,0,0,1,0,0,1,2,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,"mistakes"
2,6,0,0,5,0,1,0,2,0,3,8,0,1,0,1,0,3,0,0,0,0,0,0,1,0,0,32,"mister"
1,7,0,1,6,1,1,0,3,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,36,"mohammad"
112,91,1,0,320,0,1,2,8,7,71,4,3,0,1,0,3,0,0,1,7,2,0,0,5,3,0,165,"mom"
18,23,0,0,2,0,0,2,0,1,25,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,20,"mom dad"
1,1,0,1,20,1,1,0,4,0,1,0,1,0,1,0,1,0,0,0,1,0,2,0,0,0,0,32,"moment"
0,1,0,0,15,0,0,0,1,0,2,1,0,2,0,3,0,0,0,13,0,0,0,0,0,0,0,55,"mommy"
14,10,0,0,24,0,1,1,2,1,4,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,26,"moms"
3,0,2,2,3,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,5,"monday"
72,68,10,1,109,1,12,3,31,0,30,6,8,2,7,4,2,3,3,4,5,0,0,1,8,1,0,229,"money"
2,1,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,"money just"
1,0,1,16,11,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,20,"monkey"
10,5,0,3,7,0,1,0,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,42,"monster"
3,4,0,1,7,0,1,0,1,0,1,0,0,2,0,1,1,2,0,1,0,0,0,0,2,0,0,19,"month"
7,4,1,0,13,0,2,0,0,0,2,1,0,1,0,2,1,0,0,1,0,2,2,0,1,1,0,37,"months"
11,12,2,0,43,3,1,3,8,0,4,1,1,0,5,5,2,3,1,1,2,2,1,1,7,0,0,80,"morning"
0,1,1,0,13,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,16,"mostly"
3,5,2,0,28,1,8,1,11,0,5,2,0,6,1,5,0,0,1,5,0,1,2,0,11,0,0,89,"mother"
0,0,0,0,4,0,2,0,4,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,11,"mothers"
6,2,2,0,4,3,2,0,0,0,2,0,0,0,4,0,0,0,0,0,0,12,0,0,0,0,4,40,"mountain"
2,4,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,2,0,0,0,1,1,0,1,0,0,12,"mountains"
7,23,3,0,54,0,2,4,3,0,9,0,0,4,1,1,1,0,0,3,4,1,0,0,5,0,0,60,"mouth"
13,8,2,1,36,3,1,3,3,0,2,0,0,1,0,0,2,0,2,0,0,0,2,0,1,1,0,169,"move"
4,4,0,0,8,0,1,2,1,0,2,1,1,4,0,1,1,0,0,0,0,0,1,1,2,0,0,29,"moved"
31,21,1,2,24,0,0,0,1,0,20,0,1,1,1,0,4,0,0,0,4,2,0,0,2,1,1,70,"movie"
10,11,0,0,7,0,0,0,9,0,2,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,30,"movies"
4,3,1,1,4,0,3,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,19,"moving"
24,27,4,1,22,1,1,14,6,0,1,0,0,5,1,1,11,15,0,0,0,0,0,0,2,0,7,92,"mr garrison"
4,62,3,0,14,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,2,0,0,1,0,1,22,"mr hankey"
1,8,2,0,3,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,93,0,1,16,"mr hat"
5,9,0,0,15,0,2,0,3,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,"mr jefferson"
18,8,0,2,17,1,0,6,1,0,1,0,1,2,0,1,3,7,0,1,2,0,0,0,7,0,0,25,"mr mackey"
0,1,0,1,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,56,"mr marsh"
3,4,1,3,16,2,1,5,4,0,2,0,0,4,1,4,4,6,0,2,2,0,0,0,2,0,2,85,"mrs"
0,3,1,0,1,0,0,5,0,0,3,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,4,"ms choksondik"
2,6,1,0,4,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,1,0,0,2,"ms ellen"
56,46,10,1,103,8,8,6,37,0,19,3,1,6,2,11,1,4,2,12,17,2,1,6,7,3,5,285,"much"
1,3,3,0,1,0,2,0,3,0,2,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,2,11,"much better"
1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,"much can"
0,2,0,0,2,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,3,"much fun"
4,2,1,0,4,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,8,"much money"
12,10,0,0,1,1,1,1,15,0,0,1,0,0,0,0,0,0,5,0,0,1,0,0,3,0,3,31,"muhammad"
6,3,0,0,6,0,1,0,8,0,2,0,1,0,0,0,0,1,0,0,1,3,0,0,1,0,0,33,"murder"
15,10,2,0,20,0,2,0,18,0,1,0,0,0,4,10,0,1,0,0,0,0,1,1,2,1,0,70,"music"
5,1,0,0,3,0,0,0,4,0,2,0,0,0,1,3,0,1,0,0,0,2,0,0,0,0,0,20,"musical"
30,29,6,1,71,7,2,9,27,2,22,8,0,4,7,4,3,5,5,4,4,1,1,1,10,3,2,358,"must"
1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,0,1,0,0,53,"mysterion"
1,2,0,0,4,0,0,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,18,"naked"
28,30,7,0,34,1,2,7,11,2,9,1,2,4,1,1,2,0,1,1,5,1,1,0,9,1,3,220,"name"
3,4,2,0,6,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,25,"named"
6,4,0,1,5,0,0,1,2,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,36,"names"
0,0,1,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,10,"nasty"
1,2,1,0,7,0,0,0,1,0,0,0,1,0,5,1,0,0,0,0,2,1,2,0,6,0,2,26,"national"
6,4,0,0,2,0,0,0,6,0,2,1,0,1,0,3,0,1,0,0,0,3,0,0,1,0,0,44,"native"
2,2,0,0,0,0,0,0,2,0,0,0,0,2,1,2,1,1,0,0,0,0,0,0,0,1,1,23,"natural"
2,1,1,0,5,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,15,"nature"
1,1,1,0,0,0,3,0,0,0,0,0,0,1,0,0,0,1,0,3,1,1,0,0,2,0,0,13,"naughty"
2,1,1,0,6,0,1,1,2,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,28,"near"
0,1,0,0,1,0,1,0,3,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,10,"neat"
1,1,0,0,2,0,0,0,3,0,0,0,0,0,4,0,2,0,1,0,0,0,0,0,1,0,0,11,"neck"
127,98,25,12,233,9,17,41,62,1,26,7,0,18,2,16,12,8,13,10,17,1,0,14,20,5,6,602,"need"
4,1,1,0,1,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,9,"need come"
1,7,3,0,11,1,0,2,7,0,2,1,0,1,0,1,0,0,2,2,2,0,0,0,0,0,0,27,"need get"
4,5,0,0,5,0,1,2,0,0,2,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,14,"need go"
8,10,1,0,8,0,0,0,3,0,0,0,0,2,0,0,2,0,2,2,1,0,0,0,1,0,0,20,"need help"
4,4,4,0,3,1,1,1,1,0,2,0,0,1,0,1,0,0,2,0,2,0,0,0,2,1,0,18,"need know"
0,1,0,0,1,0,1,0,2,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,"need learn"
0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,"need little"
3,1,1,0,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,8,"need see"
3,1,1,0,3,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,10,"need take"
6,4,0,1,9,0,2,4,1,1,0,1,0,1,1,1,1,0,1,0,1,0,0,1,1,0,0,14,"need talk"
0,1,0,0,1,0,1,2,2,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,7,"need understand"
3,5,0,0,6,0,0,2,4,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,21,"needed"
23,18,6,1,28,1,0,1,7,1,6,0,0,2,0,2,0,2,1,0,0,1,0,0,1,3,0,79,"needs"
0,1,0,0,2,1,0,0,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,10,"neighborhood"
7,7,0,0,9,1,2,1,0,2,6,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,20,"neither"
3,1,0,0,4,0,0,1,16,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,15,"nelson"
